VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0011	TypeII_membrane
VF0018	TypeII_membrane
VF0018	TypeII_membrane
VF0018	TypeII_membrane
VF0018	TypeII_membrane
VF0018	TypeII_membrane
VF0018	TypeII_membrane
VF0018	TypeII_membrane
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0026	TypeIII_AB
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0028	TypeII_membrane
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0115	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0117	TypeIII_AB
VF0128	TypeIII_AB
VF0128	TypeIII_AB
VF0128	TypeIII_AB
VF0128	TypeIII_AB
VF0128	TypeIII_AB
VF0128	TypeIII_AB
VF0128	TypeIII_AB
VF0128	TypeIII_AB
VF0128	TypeIII_AB
